#{"t_start": 1783876858.8035107, "env_id": "None"}
r,l,t
-82.747321,217,3667.171745
86.059488,136,3669.755379
-46.013663,194,3673.36704
-65.368076,196,3677.068167
-262.655946,147,3679.979447
-130.950347,312,3686.083555
79.488414,153,3688.923264
-96.376466,222,3695.551322
-101.11963,266,3700.51994
-63.795159,220,3704.624031
-110.735731,233,3708.980659
-30.32508,189,3712.926575
-69.45368,236,3717.364269
-59.638094,253,3722.232155
-187.314841,278,3727.569389
-123.984603,250,3732.290618
-30.894401,169,3735.375758
-77.710473,250,3740.116487
-122.73552,196,3744.090886
-156.886649,306,3749.946295
91.536225,124,3752.336641
86.766983,145,3755.063484
-109.072928,195,3758.828676
-189.996431,263,3763.782147
-57.600789,197,3767.537646
105.019712,102,3769.470166
98.005054,121,3772.03961
100.851353,107,3774.077298
-228.923151,65,3775.278594
-162.956108,271,3780.294241
-125.163722,222,3784.421965
96.695077,110,3786.459074
-49.64519,186,3790.005978
-110.600934,214,3794.070967
-77.458919,235,3798.419134
-55.885845,233,3803.223596
-46.001813,250,3807.959636
-47.867123,184,3811.43657
-67.97858,200,3815.296772
88.942821,139,3818.033514
-120.863715,286,3823.446608
-90.022702,237,3827.983291
-58.279679,237,3832.76045
-122.274461,277,3838.039064
-134.701022,246,3842.741607
-111.010097,275,3848.007009
103.36846,103,3849.995371
96.060916,116,3852.233737
-75.048986,216,3856.472926
-28.404484,205,3860.399028
-69.938766,210,3864.749528
-110.801794,294,3870.318147
-100.363475,242,3874.886457
-217.0027,112,3877.202523
89.938702,136,3879.794308
98.870114,104,3881.790292
-85.996336,244,3888.860278
-50.656459,192,3892.795511
107.423932,102,3894.719849
79.783461,147,3897.652569
-97.653254,189,3901.202034
-141.779934,246,3905.912621
-180.482078,53,3906.941654
-110.513124,225,3911.217812
-78.950285,250,3915.896469
-87.047502,237,3920.490071
-52.153423,220,3924.879584
-127.177882,235,3929.454766
-26.765005,187,3932.913725
-101.090659,258,3937.835816
-147.61871,296,3943.555048
-90.860066,233,3947.880824
-14.34935,206,3952.12304
-61.613741,241,3956.581587
-76.92474,207,3960.501411
89.869398,127,3962.857414
82.3016,151,3965.682673
-90.877215,237,3970.09352
85.972576,150,3972.988174
-69.781756,236,3977.405639
-82.772722,197,3981.449475
-114.46764,230,3985.792792
-122.774315,239,3990.230747
-103.274969,273,3995.534565
91.038206,132,3998.040842
-124.088407,242,4002.657545
-34.793665,202,4006.666562
-65.235471,254,4011.95171
-65.736581,270,4016.978944
-30.395788,189,4020.525316
-280.759405,159,4023.515861
-23.964229,236,4028.120707
94.695158,125,4030.463196
53.63709,146,4033.201299
-47.671617,202,4036.969388
90.357566,133,4039.459379
-87.323082,245,4044.428057
-120.074973,265,4049.394649
-32.82866,223,4053.587696
-157.324271,249,4058.215979
