#{"t_start": 1784298491.3952901, "env_id": "None"}
r,l,t
76.053431,109,4364.263712
-102.223899,176,4368.025187
-149.69138,248,4372.915982
-141.912703,283,4378.363032
-225.087303,320,4384.688905
-17.255737,197,4388.928026
85.62567,108,4390.960064
-107.412575,176,4394.334872
68.045935,120,4396.718285
-74.429927,272,4402.503007
81.477675,107,4404.484566
-9.596863,196,4408.212994
-84.611019,176,4411.594035
92.170965,106,4413.57033
-109.310314,254,4418.880012
-137.527389,248,4423.682441
-49.074884,242,4428.31348
-9.101408,195,4432.259803
-105.136679,251,4437.137141
53.108862,163,4440.262277
-140.109536,201,4444.036994
-72.655947,263,4449.404343
-106.983112,240,4454.007604
-122.75224,223,4458.425413
-113.44314,186,4462.224537
-59.145731,253,4467.090699
-88.800055,225,4471.436928
59.835493,146,4474.338916
-148.637642,241,4479.330435
-123.079448,176,4482.697073
-54.772816,212,4487.0723
-65.701719,245,4491.860864
-98.948929,179,4495.512357
-68.698496,246,4500.204973
30.157915,160,4503.304794
55.527415,157,4506.333813
2.51742,190,4510.298496
-127.911416,178,4513.72634
-69.357102,207,4517.835393
66.911419,142,4520.596148
-230.011111,320,4530.347535
-2.48298,191,4534.243347
-78.659142,225,4538.927416
75.229513,114,4541.039901
-138.459432,255,4545.868708
-169.81074,232,4550.634308
75.787494,109,4552.733055
-70.590458,218,4556.970433
-115.509678,196,4560.813831
-41.202962,238,4565.422938
72.07451,124,4568.432893
-129.826535,195,4572.191252
-68.71278,212,4576.276695
77.749242,111,4578.392851
-121.735359,227,4582.908646
5.640813,169,4586.153708
-109.415922,201,4590.003247
-134.589274,285,4595.456865
-118.359301,174,4599.184528
67.167299,144,4601.914326
-53.692836,229,4606.502661
-132.661454,214,4610.803743
-148.395567,217,4615.014021
-96.502902,282,4620.408017
-76.892886,205,4624.277752
66.351473,151,4627.184001
2.465393,193,4631.197191
-150.066598,187,4634.759051
-25.025884,223,4638.990129
-84.778616,250,4643.736246
-112.388611,201,4647.703126
-137.441419,190,4651.882744
-141.28674,272,4657.332309
90.281647,107,4659.613446
-142.362389,197,4663.34521
-34.675508,206,4667.317903
-63.335619,230,4671.723058
-106.826416,186,4675.414389
-139.524348,254,4680.845246
-95.421015,223,4685.135916
-68.745284,227,4689.808573
53.795241,154,4692.729728
-43.584257,226,4697.191748
72.132585,111,4699.300666
-138.595171,211,4703.23001
-77.850595,262,4708.271028
-28.92531,216,4712.627165
-127.756867,219,4716.966931
-116.915798,195,4721.052567
-4.85254,207,4728.609058
-92.213633,268,4734.133508
73.18098,132,4736.625824
80.013416,120,4738.942719
-109.419461,218,4743.522691
-51.067279,217,4747.929905
-104.103974,240,4753.044642
-137.376161,208,4757.144215
-174.378325,226,4761.498174
-93.114753,244,4766.093418
-55.527277,253,4770.929458
-95.670589,229,4775.269628
-30.388366,236,4780.278336
-57.752609,220,4784.99519
60.247422,138,4787.826122
-249.179681,320,4793.926922
-99.280323,264,4799.040266
63.669995,144,4801.922386
-72.58178,240,4806.550018
-44.322253,216,4811.277507
-36.866443,191,4815.383586
65.571571,142,4818.393721
-84.005161,248,4823.916591
55.470351,145,4826.794777
-114.931737,308,4833.341134
62.075181,147,4836.107563
-98.870667,162,4839.596051
-83.179864,246,4844.230025
-71.016684,219,4848.420171
-162.951755,190,4851.987974
-141.657257,237,4856.524678
-42.955358,213,4860.564642
-170.666755,320,4866.774303
-27.274458,194,4871.051992
90.295934,105,4873.11147
87.646452,106,4875.084409
-108.127288,263,4880.077792
-10.655964,219,4884.375355
-111.481185,228,4888.728078
-28.905528,187,4892.494521
-38.328021,238,4897.502429
-70.629211,254,4902.585599
-64.848,276,4907.884794
-145.599384,244,4912.514324
15.490413,172,4916.112213
-63.011189,251,4920.922821
-147.30361,195,4924.787565
-92.571011,290,4934.653709
-186.736453,218,4938.940606
73.362558,120,4941.179054
-77.041245,282,4946.513472
-64.16662,246,4951.371463
81.878748,122,4953.663711
78.592937,109,4955.766279
-148.546422,257,4961.109484
-168.59621,201,4965.087892
-122.442285,173,4968.571668
52.467389,161,4971.542381
-159.674826,203,4975.505173
-106.965084,193,4979.428226
-23.35906,219,4983.848562
91.504692,105,4985.835801
-109.299114,266,4991.377687
68.437402,143,4994.123778
-155.70554,218,4998.435138
-101.890891,253,5003.177905
-44.038469,237,5007.797097
-104.293078,215,5011.850141
-20.142484,170,5015.496065
73.58707,135,5018.520785
-124.387204,263,5023.677608
-153.312988,275,5028.986239
-74.389741,251,5033.712826
46.809866,162,5036.890017
-40.62969,234,5041.61686
-162.321462,219,5045.957537
-23.218831,212,5050.329904
-98.952415,253,5055.352071
-94.399045,270,5060.53529
67.091795,133,5063.024276
-83.324185,255,5067.828289
-119.524657,263,5072.811041
68.67295,125,5075.169402
-135.761067,228,5079.853952
73.989632,118,5082.055437
-99.13906,194,5085.87886
-64.167204,251,5090.77849
-14.697005,210,5094.812325
-18.554383,174,5098.5082
-136.669176,317,5104.646977
45.935506,163,5108.215789
76.050042,109,5110.560837
-38.535712,183,5114.169819
-151.642998,212,5118.46872
-56.837194,234,5123.049903
1.808091,195,5126.719538
-109.156904,256,5135.344944
-75.507899,253,5140.628665
66.521274,134,5143.201521
-181.86812,224,5147.820332
-128.132643,249,5152.570725
-106.108888,208,5156.591965
-36.790652,250,5161.426731
-99.181789,230,5165.81342
9.31054,177,5169.614698
-143.913126,193,5173.315704
-70.760469,277,5178.841407
-160.556898,242,5183.764111
-196.965707,267,5188.84631
70.934134,120,5191.124025
-87.386803,180,5194.586779
83.191109,108,5196.604795
-38.326114,236,5201.539589
-56.268961,264,5206.618691
-139.840292,236,5211.178595
-26.573675,202,5214.964317
83.596826,108,5217.030648
22.322616,180,5220.479857
-167.770405,230,5224.824499
-29.660944,212,5229.276365
-16.035083,206,5233.35887
-118.025952,303,5239.673815
-40.88765,225,5244.216837
-111.291289,221,5248.485968
-157.171852,252,5253.889883
-102.759257,270,5260.20779
-78.86857,274,5265.541043
71.076637,121,5267.868767
-127.629082,248,5272.784602
-98.256368,226,5277.265743
75.872298,108,5279.348286
-74.046828,212,5283.64044
-107.992025,286,5289.528537
-79.141958,262,5294.534735
-32.035804,213,5298.637268
-99.85386,285,5304.054099
-104.783436,231,5308.566086
58.679186,145,5311.356282
24.497714,159,5314.384099
-5.979928,213,5318.851986
-113.647425,217,5323.139881
-45.528582,210,5327.387619
-116.073772,236,5335.469724
80.548554,127,5337.967216
-52.970905,246,5342.913445
-36.906511,180,5346.370146
-27.265802,178,5350.163874
13.80871,210,5354.167121
-135.109604,190,5357.841033
-42.80507,211,5361.887063
-48.789382,192,5365.576873
-104.331241,215,5369.59014
-21.10845,210,5373.525741
-62.603182,280,5379.262788
-115.063046,269,5384.340594
67.114402,141,5386.964488
-7.701364,214,5391.296326
-108.630242,283,5397.213339
-65.640037,266,5402.841626
-47.530982,238,5407.896224
-35.736689,220,5412.211104
-133.539223,296,5417.801682
-75.887693,248,5422.507993
-209.791702,281,5427.79519
-51.122931,213,5432.043285
-107.879231,289,5437.775744
-170.31989,194,5441.725454
-51.967154,202,5445.675044
-150.81578,320,5451.767431
-128.992996,216,5455.939728
-95.934747,269,5461.249384
-145.646754,214,5465.711118
-124.435721,183,5470.009858
-118.668391,251,5475.008241
-69.599506,286,5480.64116
-227.007426,319,5486.702674
-84.140986,298,5492.302356
-151.88274,256,5497.383265
-67.846775,254,5502.435199
-82.988702,245,5507.089229
-76.573838,216,5511.179099
-54.097774,176,5514.519424
-43.354611,193,5518.406116
-68.662408,233,5522.836214
-51.515119,261,5528.251914
-226.52024,320,5538.758682
-195.236791,258,5543.9541
-15.152031,205,5547.931798
-59.632799,234,5552.414538
-175.085115,248,5557.821058
-26.354634,225,5562.486245
-87.427176,235,5567.303
55.629135,151,5570.197692
-51.355789,251,5575.00823
-28.347257,243,5579.688641
-89.686134,168,5583.393417
-10.696759,156,5586.650931
-137.389087,241,5591.809505
2.469975,173,5595.235517
-134.189861,224,5599.854405
-30.357748,222,5604.080697
-108.32036,221,5608.493487
83.725683,109,5610.707245
-42.71879,230,5615.337354
-83.361684,218,5619.90903
-240.980315,284,5625.492494
-165.932557,238,5630.366381
84.75745,107,5632.397653
87.000372,106,5634.399452
-166.720036,246,5639.11377
67.336471,126,5641.495911
-21.333195,206,5645.711297
63.551272,139,5648.756848
-75.122743,231,5653.364279
-157.363016,208,5657.29161
